Year,Series,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,EU_EMP_LFS,,,,,ES48909,PT,ES48909,76.7
2010,EU_EMP_LFS,,,,,ES48909,PT,ES48909,69.9
2023,EU_EMP_LFS,,,,,ES48909,PT,ES48909,81.9
2020,EU_EMP_LFS,,,,,ES48909,PT,ES48909,75.3
2020,EU_EMP_LFS,,,,,ES01041,PT,ES01041,66.4
2021,EU_EMP_LFS,,,,,ES01041,PT,ES01041,63.2
2010,EU_EMP_LFS,,,,,ES01041,PT,ES01041,70.5
2016,EU_EMP_LFS,,,,,ES01041,PT,ES01041,56.7
2015,EU_EMP_LFS,,,,,ES01041,PT,ES01041,64.9
2019,EU_EMP_LFS,,,,,ES01041,PT,ES01041,72.4
2022,EU_EMP_LFS,,,,,ES01041,PT,ES01041,70.5
2018,EU_EMP_LFS,,,,,ES01041,PT,ES01041,69.9
2023,EU_EMP_LFS,,,,,ES01041,PT,ES01041,70.4
2020,EU_EMP_LFS,,,,,ES20063,PT,ES20063,76.8
2021,EU_EMP_LFS,,,,,ES20063,PT,ES20063,76.3
2016,EU_EMP_LFS,,,,,ES20063,PT,ES20063,72.9
2023,EU_EMP_LFS,,,,,ES20063,PT,ES20063,80.4
2015,EU_EMP_LFS,,,,,ES20063,PT,ES20063,72.1
2018,EU_EMP_LFS,,,,,ES20063,PT,ES20063,75.2
2010,EU_EMP_LFS,,,,,ES20063,PT,ES20063,70.5
2019,EU_EMP_LFS,,,,,ES20063,PT,ES20063,76.8
2022,EU_EMP_LFS,,,,,ES20063,PT,ES20063,77.9
2023,EU_EMP_LFS,,,,,ES01042,PT,ES01042,78.8
2022,EU_EMP_LFS,,,,,ES01042,PT,ES01042,76.2
2016,EU_EMP_LFS,,,,,ES01042,PT,ES01042,68.1
2018,EU_EMP_LFS,,,,,ES01042,PT,ES01042,71.5
2015,EU_EMP_LFS,,,,,ES01042,PT,ES01042,70.9
2020,EU_EMP_LFS,,,,,ES01042,PT,ES01042,72.7
2019,EU_EMP_LFS,,,,,ES01042,PT,ES01042,72.2
2010,EU_EMP_LFS,,,,,ES01042,PT,ES01042,70.5
2021,EU_EMP_LFS,,,,,ES01042,PT,ES01042,74.2
2021,EU_EMP_LFS,,,,,ES20058,PT,ES20058,76.6
2019,EU_EMP_LFS,,,,,ES20058,PT,ES20058,75.2
2016,EU_EMP_LFS,,,,,ES20058,PT,ES20058,73.1
2023,EU_EMP_LFS,,,,,ES20058,PT,ES20058,75.4
2018,EU_EMP_LFS,,,,,ES20058,PT,ES20058,76.2
2022,EU_EMP_LFS,,,,,ES20058,PT,ES20058,75.0
2020,EU_EMP_LFS,,,,,ES20058,PT,ES20058,75.9
2010,EU_EMP_LFS,,,,,ES20058,PT,ES20058,68.0
2015,EU_EMP_LFS,,,,,ES20058,PT,ES20058,72.5
2018,EU_EMP_LFS,,,,,ES48073,PT,ES48073,63.6
2010,EU_EMP_LFS,,,,,ES48073,PT,ES48073,61.0
2020,EU_EMP_LFS,,,,,ES48073,PT,ES48073,65.7
2016,EU_EMP_LFS,,,,,ES48073,PT,ES48073,60.6
2023,EU_EMP_LFS,,,,,ES48073,PT,ES48073,71.4
2015,EU_EMP_LFS,,,,,ES48073,PT,ES48073,59.7
2021,EU_EMP_LFS,,,,,ES48073,PT,ES48073,63.7
2019,EU_EMP_LFS,,,,,ES48073,PT,ES48073,64.3
2022,EU_EMP_LFS,,,,,ES48073,PT,ES48073,69.7
2015,EU_EMP_LFS,,,,,ES20059,PT,ES20059,73.8
2018,EU_EMP_LFS,,,,,ES20059,PT,ES20059,77.2
2016,EU_EMP_LFS,,,,,ES20059,PT,ES20059,73.6
2021,EU_EMP_LFS,,,,,ES20059,PT,ES20059,76.2
2010,EU_EMP_LFS,,,,,ES20059,PT,ES20059,71.2
2019,EU_EMP_LFS,,,,,ES20059,PT,ES20059,78.0
2023,EU_EMP_LFS,,,,,ES20059,PT,ES20059,79.0
2022,EU_EMP_LFS,,,,,ES20059,PT,ES20059,77.6
2020,EU_EMP_LFS,,,,,ES20059,PT,ES20059,76.9
2015,EU_EMP_LFS,,,,,ES20076,PT,ES20076,67.0
2016,EU_EMP_LFS,,,,,ES20076,PT,ES20076,67.5
2022,EU_EMP_LFS,,,,,ES20076,PT,ES20076,72.0
2019,EU_EMP_LFS,,,,,ES20076,PT,ES20076,72.3
2020,EU_EMP_LFS,,,,,ES20076,PT,ES20076,72.3
2018,EU_EMP_LFS,,,,,ES20076,PT,ES20076,71.3
2021,EU_EMP_LFS,,,,,ES20076,PT,ES20076,70.8
2023,EU_EMP_LFS,,,,,ES20076,PT,ES20076,73.5
2010,EU_EMP_LFS,,,,,ES20076,PT,ES20076,67.1
2018,EU_EMP_LFS,,,,,ES20905,PT,ES20905,88.4
2019,EU_EMP_LFS,,,,,ES20905,PT,ES20905,79.7
2016,EU_EMP_LFS,,,,,ES20905,PT,ES20905,86.5
2015,EU_EMP_LFS,,,,,ES20905,PT,ES20905,86.5
2023,EU_EMP_LFS,,,,,ES20905,PT,ES20905,89.3
2020,EU_EMP_LFS,,,,,ES20905,PT,ES20905,82.9
2022,EU_EMP_LFS,,,,,ES20905,PT,ES20905,88.4
2021,EU_EMP_LFS,,,,,ES20905,PT,ES20905,88.4
2010,EU_EMP_LFS,,,,,ES20905,PT,ES20905,73.2
2023,EU_EMP_LFS,,,,,ES20060,PT,ES20060,83.1
2010,EU_EMP_LFS,,,,,ES20060,PT,ES20060,80.3
2022,EU_EMP_LFS,,,,,ES20060,PT,ES20060,78.7
2021,EU_EMP_LFS,,,,,ES20060,PT,ES20060,82.0
2016,EU_EMP_LFS,,,,,ES20060,PT,ES20060,93.4
2018,EU_EMP_LFS,,,,,ES20060,PT,ES20060,88.1
2019,EU_EMP_LFS,,,,,ES20060,PT,ES20060,86.4
2020,EU_EMP_LFS,,,,,ES20060,PT,ES20060,86.0
2015,EU_EMP_LFS,,,,,ES20060,PT,ES20060,86.9
2021,EU_EMP_LFS,,,,,ES20061,PT,ES20061,73.4
2016,EU_EMP_LFS,,,,,ES20061,PT,ES20061,70.5
2022,EU_EMP_LFS,,,,,ES20061,PT,ES20061,78.1
2023,EU_EMP_LFS,,,,,ES20061,PT,ES20061,79.3
2010,EU_EMP_LFS,,,,,ES20061,PT,ES20061,69.0
2020,EU_EMP_LFS,,,,,ES20061,PT,ES20061,74.7
2018,EU_EMP_LFS,,,,,ES20061,PT,ES20061,73.3
2019,EU_EMP_LFS,,,,,ES20061,PT,ES20061,74.3
2015,EU_EMP_LFS,,,,,ES20061,PT,ES20061,69.4
2010,EU_EMP_LFS,,,,,ES20062,PT,ES20062,67.6
2018,EU_EMP_LFS,,,,,ES20062,PT,ES20062,69.8
2021,EU_EMP_LFS,,,,,ES20062,PT,ES20062,74.0
2016,EU_EMP_LFS,,,,,ES20062,PT,ES20062,72.6
2022,EU_EMP_LFS,,,,,ES20062,PT,ES20062,74.2
2020,EU_EMP_LFS,,,,,ES20062,PT,ES20062,75.7
2019,EU_EMP_LFS,,,,,ES20062,PT,ES20062,74.0
2015,EU_EMP_LFS,,,,,ES20062,PT,ES20062,71.9
2023,EU_EMP_LFS,,,,,ES20062,PT,ES20062,74.8
2019,EU_EMP_LFS,,,,,ES48075,PT,ES48075,74.0
2016,EU_EMP_LFS,,,,,ES48075,PT,ES48075,70.4
2010,EU_EMP_LFS,,,,,ES48075,PT,ES48075,71.1
2020,EU_EMP_LFS,,,,,ES48075,PT,ES48075,72.2
2015,EU_EMP_LFS,,,,,ES48075,PT,ES48075,71.2
2022,EU_EMP_LFS,,,,,ES48075,PT,ES48075,71.2
2023,EU_EMP_LFS,,,,,ES48075,PT,ES48075,73.2
2018,EU_EMP_LFS,,,,,ES48075,PT,ES48075,71.7
2021,EU_EMP_LFS,,,,,ES48075,PT,ES48075,70.5
2022,EU_EMP_LFS,,,,,ES48083,PT,ES48083,69.3
2018,EU_EMP_LFS,,,,,ES48083,PT,ES48083,65.0
2016,EU_EMP_LFS,,,,,ES48083,PT,ES48083,62.1
2015,EU_EMP_LFS,,,,,ES48083,PT,ES48083,61.8
2020,EU_EMP_LFS,,,,,ES48083,PT,ES48083,67.8
2010,EU_EMP_LFS,,,,,ES48083,PT,ES48083,64.8
2019,EU_EMP_LFS,,,,,ES48083,PT,ES48083,66.2
2021,EU_EMP_LFS,,,,,ES48083,PT,ES48083,66.7
2023,EU_EMP_LFS,,,,,ES48083,PT,ES48083,71.3
2020,EU_EMP_LFS,,,,,ES48072,PT,ES48072,73.3
2015,EU_EMP_LFS,,,,,ES48072,PT,ES48072,75.0
2018,EU_EMP_LFS,,,,,ES48072,PT,ES48072,75.3
2023,EU_EMP_LFS,,,,,ES48072,PT,ES48072,78.7
2021,EU_EMP_LFS,,,,,ES48072,PT,ES48072,73.3
2019,EU_EMP_LFS,,,,,ES48072,PT,ES48072,75.5
2022,EU_EMP_LFS,,,,,ES48072,PT,ES48072,75.7
2016,EU_EMP_LFS,,,,,ES48072,PT,ES48072,73.0
2010,EU_EMP_LFS,,,,,ES48072,PT,ES48072,72.8
2019,EU_EMP_LFS,,,,,ES01043,PT,ES01043,59.7
2022,EU_EMP_LFS,,,,,ES01043,PT,ES01043,65.2
2023,EU_EMP_LFS,,,,,ES01043,PT,ES01043,67.7
2010,EU_EMP_LFS,,,,,ES01043,PT,ES01043,55.3
2021,EU_EMP_LFS,,,,,ES01043,PT,ES01043,63.8
2020,EU_EMP_LFS,,,,,ES01043,PT,ES01043,60.5
2016,EU_EMP_LFS,,,,,ES01043,PT,ES01043,55.8
2018,EU_EMP_LFS,,,,,ES01043,PT,ES01043,59.7
2015,EU_EMP_LFS,,,,,ES01043,PT,ES01043,59.0
2016,EU_EMP_LFS,,,,,ES20064,PT,ES20064,66.7
2022,EU_EMP_LFS,,,,,ES20064,PT,ES20064,73.7
2018,EU_EMP_LFS,,,,,ES20064,PT,ES20064,69.9
2010,EU_EMP_LFS,,,,,ES20064,PT,ES20064,66.2
2019,EU_EMP_LFS,,,,,ES20064,PT,ES20064,71.7
2020,EU_EMP_LFS,,,,,ES20064,PT,ES20064,71.6
2023,EU_EMP_LFS,,,,,ES20064,PT,ES20064,75.3
2021,EU_EMP_LFS,,,,,ES20064,PT,ES20064,70.7
2015,EU_EMP_LFS,,,,,ES20064,PT,ES20064,66.6
2015,EU_EMP_LFS,,,,,ES01044,PT,ES01044,75.7
2020,EU_EMP_LFS,,,,,ES01044,PT,ES01044,78.8
2022,EU_EMP_LFS,,,,,ES01044,PT,ES01044,73.5
2019,EU_EMP_LFS,,,,,ES01044,PT,ES01044,75.0
2023,EU_EMP_LFS,,,,,ES01044,PT,ES01044,74.9
2018,EU_EMP_LFS,,,,,ES01044,PT,ES01044,79.0
2016,EU_EMP_LFS,,,,,ES01044,PT,ES01044,79.0
2010,EU_EMP_LFS,,,,,ES01044,PT,ES01044,66.2
2021,EU_EMP_LFS,,,,,ES01044,PT,ES01044,77.8
2010,EU_EMP_LFS,,,,,ES48077,PT,ES48077,66.7
2015,EU_EMP_LFS,,,,,ES48077,PT,ES48077,65.8
2018,EU_EMP_LFS,,,,,ES48077,PT,ES48077,68.8
2023,EU_EMP_LFS,,,,,ES48077,PT,ES48077,72.1
2019,EU_EMP_LFS,,,,,ES48077,PT,ES48077,68.9
2022,EU_EMP_LFS,,,,,ES48077,PT,ES48077,69.9
2020,EU_EMP_LFS,,,,,ES48077,PT,ES48077,68.0
2021,EU_EMP_LFS,,,,,ES48077,PT,ES48077,69.0
2016,EU_EMP_LFS,,,,,ES48077,PT,ES48077,66.0
2015,EU_EMP_LFS,,,,,ES48078,PT,ES48078,62.9
2010,EU_EMP_LFS,,,,,ES48078,PT,ES48078,62.0
2022,EU_EMP_LFS,,,,,ES48078,PT,ES48078,69.4
2020,EU_EMP_LFS,,,,,ES48078,PT,ES48078,67.5
2016,EU_EMP_LFS,,,,,ES48078,PT,ES48078,63.5
2019,EU_EMP_LFS,,,,,ES48078,PT,ES48078,67.2
2018,EU_EMP_LFS,,,,,ES48078,PT,ES48078,65.9
2023,EU_EMP_LFS,,,,,ES48078,PT,ES48078,71.5
2021,EU_EMP_LFS,,,,,ES48078,PT,ES48078,66.9
2022,EU_EMP_LFS,,,,,ES01047,PT,ES01047,69.5
2010,EU_EMP_LFS,,,,,ES01047,PT,ES01047,64.3
2016,EU_EMP_LFS,,,,,ES01047,PT,ES01047,60.2
2018,EU_EMP_LFS,,,,,ES01047,PT,ES01047,64.1
2023,EU_EMP_LFS,,,,,ES01047,PT,ES01047,71.0
2019,EU_EMP_LFS,,,,,ES01047,PT,ES01047,66.0
2015,EU_EMP_LFS,,,,,ES01047,PT,ES01047,63.5
2021,EU_EMP_LFS,,,,,ES01047,PT,ES01047,67.6
2020,EU_EMP_LFS,,,,,ES01047,PT,ES01047,68.2
2023,EU_EMP_LFS,,,,,ES01052,PT,ES01052,71.7
2015,EU_EMP_LFS,,,,,ES01052,PT,ES01052,74.9
2020,EU_EMP_LFS,,,,,ES01052,PT,ES01052,74.2
2018,EU_EMP_LFS,,,,,ES01052,PT,ES01052,75.6
2021,EU_EMP_LFS,,,,,ES01052,PT,ES01052,68.0
2016,EU_EMP_LFS,,,,,ES01052,PT,ES01052,75.1
2010,EU_EMP_LFS,,,,,ES01052,PT,ES01052,76.2
2022,EU_EMP_LFS,,,,,ES01052,PT,ES01052,72.6
2019,EU_EMP_LFS,,,,,ES01052,PT,ES01052,75.6
2022,EU_EMP_LFS,,,,,ES01053,PT,ES01053,80.1
2018,EU_EMP_LFS,,,,,ES01053,PT,ES01053,77.5
2019,EU_EMP_LFS,,,,,ES01053,PT,ES01053,77.9
2015,EU_EMP_LFS,,,,,ES01053,PT,ES01053,76.2
2023,EU_EMP_LFS,,,,,ES01053,PT,ES01053,83.4
2010,EU_EMP_LFS,,,,,ES01053,PT,ES01053,76.5
2020,EU_EMP_LFS,,,,,ES01053,PT,ES01053,76.4
2021,EU_EMP_LFS,,,,,ES01053,PT,ES01053,80.1
2016,EU_EMP_LFS,,,,,ES01053,PT,ES01053,77.0
2020,EU_EMP_LFS,,,,,ES48082,PT,ES48082,67.1
2021,EU_EMP_LFS,,,,,ES48082,PT,ES48082,66.2
2018,EU_EMP_LFS,,,,,ES48082,PT,ES48082,64.5
2019,EU_EMP_LFS,,,,,ES48082,PT,ES48082,65.8
2016,EU_EMP_LFS,,,,,ES48082,PT,ES48082,61.3
2023,EU_EMP_LFS,,,,,ES48082,PT,ES48082,71.1
2022,EU_EMP_LFS,,,,,ES48082,PT,ES48082,68.6
2015,EU_EMP_LFS,,,,,ES48082,PT,ES48082,61.2
2010,EU_EMP_LFS,,,,,ES48082,PT,ES48082,62.4
2021,EU_EMP_LFS,,,,,ES20070,PT,ES20070,77.2
2010,EU_EMP_LFS,,,,,ES20070,PT,ES20070,70.8
2018,EU_EMP_LFS,,,,,ES20070,PT,ES20070,74.2
2015,EU_EMP_LFS,,,,,ES20070,PT,ES20070,74.9
2020,EU_EMP_LFS,,,,,ES20070,PT,ES20070,76.4
2023,EU_EMP_LFS,,,,,ES20070,PT,ES20070,81.4
2022,EU_EMP_LFS,,,,,ES20070,PT,ES20070,79.7
2016,EU_EMP_LFS,,,,,ES20070,PT,ES20070,73.7
2019,EU_EMP_LFS,,,,,ES20070,PT,ES20070,75.7
2021,EU_EMP_LFS,,,,,ES48084,PT,ES48084,64.1
2016,EU_EMP_LFS,,,,,ES48084,PT,ES48084,58.9
2010,EU_EMP_LFS,,,,,ES48084,PT,ES48084,60.4
2020,EU_EMP_LFS,,,,,ES48084,PT,ES48084,65.2
2018,EU_EMP_LFS,,,,,ES48084,PT,ES48084,62.3
2019,EU_EMP_LFS,,,,,ES48084,PT,ES48084,64.1
2015,EU_EMP_LFS,,,,,ES48084,PT,ES48084,59.3
2022,EU_EMP_LFS,,,,,ES48084,PT,ES48084,66.9
2023,EU_EMP_LFS,,,,,ES48084,PT,ES48084,68.8
2018,EU_EMP_LFS,,,,,ES48904,PT,ES48904,71.5
2015,EU_EMP_LFS,,,,,ES48904,PT,ES48904,71.2
2023,EU_EMP_LFS,,,,,ES48904,PT,ES48904,76.2
2022,EU_EMP_LFS,,,,,ES48904,PT,ES48904,74.0
2020,EU_EMP_LFS,,,,,ES48904,PT,ES48904,72.8
2019,EU_EMP_LFS,,,,,ES48904,PT,ES48904,71.7
2021,EU_EMP_LFS,,,,,ES48904,PT,ES48904,72.1
2010,EU_EMP_LFS,,,,,ES48904,PT,ES48904,71.7
2016,EU_EMP_LFS,,,,,ES48904,PT,ES48904,71.2
2015,EU_EMP_LFS,,,,,ES48085,PT,ES48085,68.7
2022,EU_EMP_LFS,,,,,ES48085,PT,ES48085,75.2
2010,EU_EMP_LFS,,,,,ES48085,PT,ES48085,67.7
2018,EU_EMP_LFS,,,,,ES48085,PT,ES48085,72.2
2019,EU_EMP_LFS,,,,,ES48085,PT,ES48085,73.0
2020,EU_EMP_LFS,,,,,ES48085,PT,ES48085,74.3
2016,EU_EMP_LFS,,,,,ES48085,PT,ES48085,69.6
2021,EU_EMP_LFS,,,,,ES48085,PT,ES48085,72.8
2023,EU_EMP_LFS,,,,,ES48085,PT,ES48085,78.2
2018,EU_EMP_LFS,,,,,ES48086,PT,ES48086,68.5
2020,EU_EMP_LFS,,,,,ES48086,PT,ES48086,70.8
2021,EU_EMP_LFS,,,,,ES48086,PT,ES48086,69.7
2022,EU_EMP_LFS,,,,,ES48086,PT,ES48086,71.8
2010,EU_EMP_LFS,,,,,ES48086,PT,ES48086,63.1
2015,EU_EMP_LFS,,,,,ES48086,PT,ES48086,61.8
2016,EU_EMP_LFS,,,,,ES48086,PT,ES48086,64.6
2023,EU_EMP_LFS,,,,,ES48086,PT,ES48086,73.7
2019,EU_EMP_LFS,,,,,ES48086,PT,ES48086,69.1
2010,EU_EMP_LFS,,,,,ES20065,PT,ES20065,65.0
2023,EU_EMP_LFS,,,,,ES20065,PT,ES20065,71.3
2019,EU_EMP_LFS,,,,,ES20065,PT,ES20065,69.2
2018,EU_EMP_LFS,,,,,ES20065,PT,ES20065,69.3
2022,EU_EMP_LFS,,,,,ES20065,PT,ES20065,69.4
2015,EU_EMP_LFS,,,,,ES20065,PT,ES20065,63.7
2016,EU_EMP_LFS,,,,,ES20065,PT,ES20065,63.7
2020,EU_EMP_LFS,,,,,ES20065,PT,ES20065,70.1
2021,EU_EMP_LFS,,,,,ES20065,PT,ES20065,68.4
2015,EU_EMP_LFS,,,,,ES48076,PT,ES48076,64.9
2023,EU_EMP_LFS,,,,,ES48076,PT,ES48076,72.2
2010,EU_EMP_LFS,,,,,ES48076,PT,ES48076,65.4
2016,EU_EMP_LFS,,,,,ES48076,PT,ES48076,63.8
2018,EU_EMP_LFS,,,,,ES48076,PT,ES48076,63.1
2022,EU_EMP_LFS,,,,,ES48076,PT,ES48076,65.3
2021,EU_EMP_LFS,,,,,ES48076,PT,ES48076,66.7
2020,EU_EMP_LFS,,,,,ES48076,PT,ES48076,66.1
2019,EU_EMP_LFS,,,,,ES48076,PT,ES48076,62.8
2016,EU_EMP_LFS,,,,,ES20071,PT,ES20071,70.4
2020,EU_EMP_LFS,,,,,ES20071,PT,ES20071,74.2
2010,EU_EMP_LFS,,,,,ES20071,PT,ES20071,68.6
2022,EU_EMP_LFS,,,,,ES20071,PT,ES20071,75.0
2023,EU_EMP_LFS,,,,,ES20071,PT,ES20071,76.6
2015,EU_EMP_LFS,,,,,ES20071,PT,ES20071,69.3
2019,EU_EMP_LFS,,,,,ES20071,PT,ES20071,74.3
2018,EU_EMP_LFS,,,,,ES20071,PT,ES20071,72.7
2021,EU_EMP_LFS,,,,,ES20071,PT,ES20071,73.7
2022,EU_EMP_LFS,,,,,ES48087,PT,ES48087,65.0
2016,EU_EMP_LFS,,,,,ES48087,PT,ES48087,58.2
2023,EU_EMP_LFS,,,,,ES48087,PT,ES48087,65.5
2020,EU_EMP_LFS,,,,,ES48087,PT,ES48087,61.7
2010,EU_EMP_LFS,,,,,ES48087,PT,ES48087,63.2
2019,EU_EMP_LFS,,,,,ES48087,PT,ES48087,56.9
2018,EU_EMP_LFS,,,,,ES48087,PT,ES48087,56.3
2021,EU_EMP_LFS,,,,,ES48087,PT,ES48087,60.1
2015,EU_EMP_LFS,,,,,ES48087,PT,ES48087,62.0
2018,EU_EMP_LFS,,,,,ES48088,PT,ES48088,63.2
2010,EU_EMP_LFS,,,,,ES48088,PT,ES48088,72.3
2022,EU_EMP_LFS,,,,,ES48088,PT,ES48088,71.4
2020,EU_EMP_LFS,,,,,ES48088,PT,ES48088,70.0
2016,EU_EMP_LFS,,,,,ES48088,PT,ES48088,72.4
2021,EU_EMP_LFS,,,,,ES48088,PT,ES48088,64.2
2023,EU_EMP_LFS,,,,,ES48088,PT,ES48088,73.3
2015,EU_EMP_LFS,,,,,ES48088,PT,ES48088,66.9
2019,EU_EMP_LFS,,,,,ES48088,PT,ES48088,66.9
2010,EU_EMP_LFS,,,,,ES48065,PT,ES48065,66.1
2019,EU_EMP_LFS,,,,,ES48065,PT,ES48065,71.1
2015,EU_EMP_LFS,,,,,ES48065,PT,ES48065,67.2
2022,EU_EMP_LFS,,,,,ES48065,PT,ES48065,73.3
2016,EU_EMP_LFS,,,,,ES48065,PT,ES48065,66.8
2020,EU_EMP_LFS,,,,,ES48065,PT,ES48065,72.2
2018,EU_EMP_LFS,,,,,ES48065,PT,ES48065,69.9
2021,EU_EMP_LFS,,,,,ES48065,PT,ES48065,71.8
2023,EU_EMP_LFS,,,,,ES48065,PT,ES48065,75.0
2022,EU_EMP_LFS,,,,,ES48089,PT,ES48089,78.0
2016,EU_EMP_LFS,,,,,ES48089,PT,ES48089,71.4
2020,EU_EMP_LFS,,,,,ES48089,PT,ES48089,74.2
2015,EU_EMP_LFS,,,,,ES48089,PT,ES48089,69.8
2019,EU_EMP_LFS,,,,,ES48089,PT,ES48089,74.0
2018,EU_EMP_LFS,,,,,ES48089,PT,ES48089,73.1
2023,EU_EMP_LFS,,,,,ES48089,PT,ES48089,79.4
2021,EU_EMP_LFS,,,,,ES48089,PT,ES48089,75.0
2010,EU_EMP_LFS,,,,,ES48089,PT,ES48089,67.6
2022,EU_EMP_LFS,,,,,ES48074,PT,ES48074,66.7
2019,EU_EMP_LFS,,,,,ES48074,PT,ES48074,65.0
2010,EU_EMP_LFS,,,,,ES48074,PT,ES48074,66.0
2021,EU_EMP_LFS,,,,,ES48074,PT,ES48074,65.0
2023,EU_EMP_LFS,,,,,ES48074,PT,ES48074,69.6
2020,EU_EMP_LFS,,,,,ES48074,PT,ES48074,66.5
2018,EU_EMP_LFS,,,,,ES48074,PT,ES48074,65.5
2015,EU_EMP_LFS,,,,,ES48074,PT,ES48074,62.9
2016,EU_EMP_LFS,,,,,ES48074,PT,ES48074,62.3
2016,EU_EMP_LFS,,,,,ES01054,PT,ES01054,75.7
2021,EU_EMP_LFS,,,,,ES01054,PT,ES01054,73.8
2010,EU_EMP_LFS,,,,,ES01054,PT,ES01054,76.1
2015,EU_EMP_LFS,,,,,ES01054,PT,ES01054,73.9
2023,EU_EMP_LFS,,,,,ES01054,PT,ES01054,79.0
2018,EU_EMP_LFS,,,,,ES01054,PT,ES01054,75.3
2022,EU_EMP_LFS,,,,,ES01054,PT,ES01054,77.3
2019,EU_EMP_LFS,,,,,ES01054,PT,ES01054,76.4
2020,EU_EMP_LFS,,,,,ES01054,PT,ES01054,75.9
2019,EU_EMP_LFS,,,,,ES20072,PT,ES20072,75.1
2022,EU_EMP_LFS,,,,,ES20072,PT,ES20072,76.0
2021,EU_EMP_LFS,,,,,ES20072,PT,ES20072,73.8
2016,EU_EMP_LFS,,,,,ES20072,PT,ES20072,71.5
2015,EU_EMP_LFS,,,,,ES20072,PT,ES20072,71.7
2023,EU_EMP_LFS,,,,,ES20072,PT,ES20072,78.1
2010,EU_EMP_LFS,,,,,ES20072,PT,ES20072,70.1
2020,EU_EMP_LFS,,,,,ES20072,PT,ES20072,74.6
2018,EU_EMP_LFS,,,,,ES20072,PT,ES20072,74.3
2023,EU_EMP_LFS,,,,,ES20077,PT,ES20077,77.3
2018,EU_EMP_LFS,,,,,ES20077,PT,ES20077,72.5
2019,EU_EMP_LFS,,,,,ES20077,PT,ES20077,74.0
2016,EU_EMP_LFS,,,,,ES20077,PT,ES20077,70.2
2020,EU_EMP_LFS,,,,,ES20077,PT,ES20077,74.4
2010,EU_EMP_LFS,,,,,ES20077,PT,ES20077,69.0
2015,EU_EMP_LFS,,,,,ES20077,PT,ES20077,69.2
2022,EU_EMP_LFS,,,,,ES20077,PT,ES20077,76.1
2021,EU_EMP_LFS,,,,,ES20077,PT,ES20077,73.7
2021,EU_EMP_LFS,,,,,ES20073,PT,ES20073,75.5
2018,EU_EMP_LFS,,,,,ES20073,PT,ES20073,75.0
2016,EU_EMP_LFS,,,,,ES20073,PT,ES20073,71.3
2019,EU_EMP_LFS,,,,,ES20073,PT,ES20073,76.1
2023,EU_EMP_LFS,,,,,ES20073,PT,ES20073,80.6
2022,EU_EMP_LFS,,,,,ES20073,PT,ES20073,77.2
2020,EU_EMP_LFS,,,,,ES20073,PT,ES20073,76.5
2015,EU_EMP_LFS,,,,,ES20073,PT,ES20073,71.7
2010,EU_EMP_LFS,,,,,ES20073,PT,ES20073,71.2
2010,EU_EMP_LFS,,,,,ES01055,PT,ES01055,67.1
2015,EU_EMP_LFS,,,,,ES01055,PT,ES01055,71.4
2016,EU_EMP_LFS,,,,,ES01055,PT,ES01055,67.4
2018,EU_EMP_LFS,,,,,ES01055,PT,ES01055,69.4
2023,EU_EMP_LFS,,,,,ES01055,PT,ES01055,72.1
2021,EU_EMP_LFS,,,,,ES01055,PT,ES01055,66.0
2019,EU_EMP_LFS,,,,,ES01055,PT,ES01055,69.4
2020,EU_EMP_LFS,,,,,ES01055,PT,ES01055,66.2
2022,EU_EMP_LFS,,,,,ES01055,PT,ES01055,67.8
2023,EU_EMP_LFS,,,,,ES48080,PT,ES48080,73.0
2010,EU_EMP_LFS,,,,,ES48080,PT,ES48080,63.0
2019,EU_EMP_LFS,,,,,ES48080,PT,ES48080,68.1
2021,EU_EMP_LFS,,,,,ES48080,PT,ES48080,68.6
2015,EU_EMP_LFS,,,,,ES48080,PT,ES48080,62.9
2016,EU_EMP_LFS,,,,,ES48080,PT,ES48080,63.5
2020,EU_EMP_LFS,,,,,ES48080,PT,ES48080,68.9
2022,EU_EMP_LFS,,,,,ES48080,PT,ES48080,71.3
2018,EU_EMP_LFS,,,,,ES48080,PT,ES48080,66.4
2022,EU_EMP_LFS,,,,,ES20075,PT,ES20075,73.0
2010,EU_EMP_LFS,,,,,ES20075,PT,ES20075,67.8
2023,EU_EMP_LFS,,,,,ES20075,PT,ES20075,76.5
2016,EU_EMP_LFS,,,,,ES20075,PT,ES20075,67.6
2021,EU_EMP_LFS,,,,,ES20075,PT,ES20075,71.1
2018,EU_EMP_LFS,,,,,ES20075,PT,ES20075,69.9
2015,EU_EMP_LFS,,,,,ES20075,PT,ES20075,66.8
2019,EU_EMP_LFS,,,,,ES20075,PT,ES20075,72.7
2020,EU_EMP_LFS,,,,,ES20075,PT,ES20075,72.7
2018,EU_EMP_LFS,,,,,ES01057,PT,ES01057,70.3
2023,EU_EMP_LFS,,,,,ES01057,PT,ES01057,78.9
2021,EU_EMP_LFS,,,,,ES01057,PT,ES01057,69.8
2019,EU_EMP_LFS,,,,,ES01057,PT,ES01057,72.5
2015,EU_EMP_LFS,,,,,ES01057,PT,ES01057,69.7
2020,EU_EMP_LFS,,,,,ES01057,PT,ES01057,71.3
2016,EU_EMP_LFS,,,,,ES01057,PT,ES01057,70.1
